id,text,sentiment
640273126962667521,b'@Smith_RFKennedy @nishelo why nobody have ever said it about any country outside Africa? : why Angela Merkel ran again for a 3rd term?',negative
632557717895442432,"b""@cobbo3 And what did Angela Merkel say? She's going for a 4th term. Germany is going to the dogs, right?""",negative
637726203932114944,b'Angela Merkel and Francois Hollande consider the conduct of the elections in DNR and LNR threat Minsk agreements  http://t.co/yDgdJSMWPG',neutral
637791558188834816,"b""@paulaEdwyer Tat may be the president of Azerbaijan. I don't even think this is current. That's a very youngish Angela Merkel behind Abe""",neutral
624467897608331264,"b'""Grexit"" struggle tests Germany\'s power duo: On July 17th, her 61st birthday, Angela Merkel stepped to the pod... http://t.co/CUeCS3DueZ'",neutral
621701322815995904,"b'wow, angela merkel tells sobbing asylum seeker why she cannot stay in germany (VIDEO): http://t.co/QUavlhnL76 http://t.co/TR8c2FSCeu'",negative
621675777654935552,"b""Moving video illustrates Europe's refugee problem: Angela Merkel tells sobbing asylum seeker why she can't stay  http://t.co/tkHyxMJPPH""",negative
621700396478803968,"b""Perhaps Prime Minister's Questions would be better if policy victims asked the questions. See this with Angela Merkel http://t.co/UiuS1GChuZ""",neutral
628869004535447552,"b""#Germany's leader Angela Merkel @Angie_Merkel  to run for 4th term, she is in talks about her election campaign according to #DerSpiegel""",neutral
637477283620630530,"b'WASHINGTON, Aug 26 (Reuters) - President Barack Obama in a phone call with German Chancellor Angela Merkel on Wednesday voiced'",neutral
627500184965148672,"b""Angela Merkel plans to run for a 4th term in 2017\nhttp://t.co/2Wi1rqaotD.\nIf she wins she'd be Chancellor for 16 years""",neutral
638473276491063296,"b'EU may bring back border controls, Angela Merkel suggests: The German Chancellor says for the... http://t.co/Kfv9N04BvO #TheArkOfTwitter'",neutral
633183008930009088,b'Migration the real European crisis - Angela Merkel https://t.co/9Z5Y9kEyVk',negative
622457199399317504,b'Contrasts 20th-21st cent. Angela Merkel understands Quantum Physics.\nDoes she have political depth for long term German survival?',neutral
635014939581784064,"b""'Angela Merkel is right: the migration crisis will define this decade'. http://t.co/xFxH6tR7g8""",neutral
641000154636623872,"b""Angela Merkel says border controls may have to be restored It's a pity she didn't  listen before it was too late.""",negative
639036500299116544,"b'Join us in prayer for Syrian refugees in Hungary Budapest,may our.Father bless Mrs Angela Merkel.Thank you Mrs Merkel http://t.co/ig7wPVCGKV'",positive
625623391731515392,b'LOL at Mar doing the Angela Merkel hand rest gesture. #SONA  #SONA2015',neutral
637179517832982528,"b'Illogical things are not Democracy. After Deutschen Nazis accussing Angela Merkel in betrayal, she may crack them by Police to be clear'",negative
622272830806315008,"b'You may blame Angela Merkel for her response, but if you are a history student, you will remember that the Islamic... http://t.co/XHlsXj3ipZ'",neutral
640481730126811136,"b""40% of Syrians are graduates.  Perhaps Angela Merkel's decision is not just humanitarian.  http://t.co/D7IL2QP6DY http://t.co/LED4qYWrRS""",neutral
620979391984566272,"b'On another note, it seems Greek PM Tsipras married Angela Merkel to Francois Hollande on Sunday #happilyeverafter http://t.co/gTKDxivf79'",negative
639033824102477824,"b'Closing the stable door etc - EU may bring back border controls, Angela Merkel suggests | via @Telegraph http://t.co/Qp1CWbGZL8'",neutral
638663906509090816,"b'""There can be no tolerance of those who question the dignity of other people."" - Angela Merkel stood up to be counted http://t.co/J0vYptYqlB'",neutral
628474910436925441,b'Angela Merkel is expected to go see Tristan &amp; Isolde at Bayreuth. I want her job http://t.co/BY5mKC3S2z',neutral
638768809986228224,"b""EU may bring back border controls, Angela Merkel suggests http://t.co/SshQJHdPYy &lt; Admittance that she's been wrong all along? Hope so...""",neutral
620838510191362048,"b'Varoufakis may have some expertise in game theory, but Angela Merkel is the Grand Master of the game \nhttp://t.co/mnz0XfzF1K'",positive
620821002390339585,"b'Does @macleansmag still believe that Ms. Angela Merkel is the ""real leader of the free world""?  http://t.co/isQfoIcod0 (Greeks may disagree'",negative
638769260257480704,"b'Theresa May calls for a return to the original principle of EU free movement, Angela Merkel calls  - http://t.co/tQK56Nf5BO #GoogleAlerts'",neutral
631379711441154049,b'Angela Merkel at the 3rd National Electric Mobility Conference in Berlin http://t.co/PX3hoGJEEq #emobility',neutral
641639715167465472,"b""Looks like Apple exec @cue just confirmed we'll be seeing some big screen news today https://t.co/Fmb6Ufxaax #AppleEvent""",positive
641581553131356160,"b'They may have redesigned the Apple site but they kept the ""Taking the store down for an event"" bit - http://t.co/CfVKarc6t8 - Slow clap time'",neutral
641601416604327936,b'What to expect from Apple in about 3 hours and 45 minutes http://t.co/zrO0lGoq8F',neutral
641597582880301056,"b'In an unprecedented move, Apple is supporting streaming of today\'s event on ""a PC with Microsoft Edge on Windows 10"" http://t.co/ptAKXrcYmO'",positive
641595682948841472,"b'PSA:  Apple event starts in 10 minutes, a worthy distraction for ignoring whatever class you may be in.'",positive
641594046968918016,b'Realising that its 9th sept today &amp; Apple will be announcing the new iphone at #AppleEvent today made my day!! #CantWait #Excited',positive
641609620688097280,"b'Interesting, the Apple event stream now allows you to watch from the Microsoft Edge browser on Windows 10 http://t.co/oOprswkxA1'",positive
641662846196150272,b'#Tech Apple announces major update to the Apple Watch for September 16th http://t.co/HxjB93UKpg http://t.co/45hl0h59hZ',neutral
641650074943139840,"b'Retweeted not Jony Ive (@JonyIveParody):\n\nIf you want to know what @Samsung will do tomorrow, tune in to Apple... http://t.co/qP3QP9ReN5'",neutral
641640811696795648,"b""May be sick, but I'm still tuning into the Apple event thing at 10, because I want to support my babu.""",positive
641576280517947393,"b""you can live stream today's Apple event here at 10 PDT : http://t.co/QuSls5lrdx""",neutral
641602373131988992,"b""How the new Apple TV may change the way we watch television: Believe it or not, but the star of Apple's big me... http://t.co/D6wzcLhPA1""",positive
641640990319710208,"b'This chick bid on the 1st showcase (bunch of Apple products). Rookie mistake. 2d showcase was a trip, a TV and a car. Her face was hilarious'",positive
641585510482227200,"b""Rumors suggest no Apple event this October. So you mean all the iPads are on it's way today? Come on, now that's so much of writings.""",neutral
641602953275703296,"b""Could we find out today just why Apple spent $3b for Dr. Dre's Beats? Inquiring minds want to know. https://t.co/ns1bKFkjX0""",neutral
641654835037736960,"b""t-minus 10 minutes! c'mon Apple, gimme something good to obsess about and sell my body for""",positive
641661164783468545,"b""I'd call it plugins but Apple calls it complications https://t.co/dMNUgyf7G0""",negative
641662091976396800,"b""Trying to follow the #AppleEvent without an Apple product. Here's a live blog. http://t.co/vCYtI5N6jX""",neutral
641644999164231684,b'@TheLegendBlue At the same time as the Apple event? Nope! Test weapons have to wait until tomorrow! ;-) #destinythegame #apple #appleevent',positive
641631147370352640,b'The Apple event starts 10 minutes after I get out of Chemistry. I may be sprinting back to my dorm to catch it in time.',positive
641656762588762112,b'Check out our live coverage of the Apple event here. http://t.co/m7GTh00fgA',positive
641659133863718912,"b""Apple's @tim_cook gives an update on the projects launched in June. #AppleWatch has gate 97% satisfaction. #AppleLive http://t.co/PR2NzVygol""",positive
641621561833750529,b'Anyone interested to find out about the new iPhone - livestream from 5pm UK time on any Apple device http://t.co/Otz5JQX9y2',neutral
641625256428367872,"b""Today's Apple event can be streamed on a PC only with Microsoft Edge. Interesting. cc @jacobrossi http://t.co/epSi0uSTzL""",neutral
641636191767498752,"b""9 September has arrived, which means Apple's new\niPhone is now just hours away from becoming an official thing. http://t.co/t6BgVRns0Z""",positive
641628057258827776,b'Honestly. Sony getting feisty with Apple is like watching a Chihuahua yapping at a Rottweiler http://t.co/i32QKp2zTq',neutral
641635259801427968,"b""Apple's Keynote set to start @ 12pm central time. Stream it here: http://t.co/UAaCqyE9LK""",neutral
641588789362581504,"b""The Apple launch event will be going live by sharp 8:00 PM in Saudi Arabia, on this day, that's Wednesday.""",neutral
641663313756073988,"b""Apple's new model of watchOS 2 is going to be available on September 16 in 24 countries except India http://t.co/fvBHA7YYrg""",neutral
641600749684793344,"b""What to expect besides the new iPhone 6S at Apple's September 9th press event http://t.co/FXTnNHxRkB http://t.co/QNGWJmdfNv""",neutral
641662294125072384,b'This looks like the best live blog of Apple event today http://t.co/bjePxegdYe',positive
641656127101534208,"b'a) Watch the Apple event, despite having little interest in what may be announced\n\nOR\n\nb) Keep working, catch highlights later\n\nLeaning A :/'",neutral
641627924785963008,"b'Apple product launch at 6pm UK time. I will race home to watch, get caught up in the hype, then calm down tomorrow and buy nothing.'",positive
641631875472195584,"b'@GabeAul Live stream of Apple event requires &lt;long list of Apple stuff&gt;, or a PC with Microsoft Edge on Windows 10.\nhttp://t.co/XDATnjSpAA'",positive
641608077423329280,"b""Here you go @tomiahonen: What to expect from Apple's BIG event http://t.co/oHobcFAYDo &gt;&gt; fallen off the chair with excitment.""",positive
641647415997526016,"b""Hours to go for Apple event, here's the word on the streets: Were just 2 hours away from Apples September 9 ev... http://t.co/kwLZBbaLCH""",neutral
627947053767749632,b'10 Best Apps for the Apple Watch (That May Make You Crave One) #AppleWatch http://t.co/8u629ZxTTj',positive
641647723289165824,"b""99% no one is dropping an album at today's Apple event. Free trial period ends Sept 30. If anything, it'll be after to encourage renewals.""",neutral
641600056404131840,b'Wednesday Apple reveals their new products...so u should set up an appt w/ your financial planner around the same time',neutral
641602616502259713,b'@yxblyh We are hoping for the September 17th. Just waiting for approval from Apple.',neutral
641582970483146752,"b""Good morning! 2nd day of my two day work week and then more travel tomorrow! And it's Apple event day! Yay!""",positive
641635449925189632,b'Love sales and Apple watches? Join @AppNeta on 9/16 from 6-8PM EST @DistrictHall for the 1st Fall Sales Invitational http://t.co/T5VrG6hSWz',positive
641660283421724673,"b""So the Apple event stream doesn't allow it to be streamed in Chrome or Firefox, but does allow the Edge browser o.O http://t.co/yJddpI7qsE""",neutral
641652281943977985,b'@jeffkibuule I think the keyboard on the Surface Pro may be a weak point. Will be interesting to see what Apple does for hardware input',neutral
641639739871903745,b'This may be more of an Apple revival meeting than a press conference. This is the employee registration line. http://t.co/TsL6CmiWox',neutral
641633209445425152,"b""It's time! Come hang out with @nmiuga folks in the common area of the 4th floor of Grady to watch Apple's big announcements at 1PM!""",positive
641649387492503552,b'Just 30 minutes to go for the Apple event live: http://t.co/QnvxEYM6l8',positive
641594551224934402,b'Know what is event more exciting than the Apple event today? Bit Fest Thursday &amp; Friday? http://t.co/4qeOMUVvQD http://t.co/eW4TbrhNMy',positive
631255344560349184,"b'Mobile News AppYea Prepping New Mobile App for Apple Watch - On Tuesday morning, MMW was briefed by the crew at Ap... http://t.co/SA5Cl5CGvg'",neutral
635600938254925824,"b""I really expected an Apple Watch to be a bit smarter than just telling me to stand up after I just sat down, only because it's 4:50pm.""",negative
638003748078530560,b'Apple Watch with expected price of Rs. 25000 coming to India in this October http://t.co/nLOtkvNLIP',neutral
633632641967747072,"b'Square Cash adds convenient money transfer to Apple Watch: \nCash, the iPhone app that lets you easily send mon... http://t.co/RxTeNXo2G1'",neutral
630475066506125312,b'Why buy an Apple Watch when you can get an edgier budget #Smartwatch by @xiaomi? Rumor: will release in November! http://t.co/NKNz6MWNf7',neutral
632065094461976576,"b""You'll be able to buy the Apple Watch from select Harvey Norman, Domayne, JB Hi-Fi and Myer stores from tomorrow \n\nhttp://t.co/tcevd3nww8""",neutral
637701981319131136,b'@jimcramer  supporting AAPL in NYC 5th ave store wife n her friend each bought an Apple Watch plus the place is packed. Business is booming',positive
634824260905758720,b'This may have changed my mind about buying an Apple Watch.  http://t.co/7uCLCt0ydK',neutral
635846068270403584,b'Apple has major changes in store for the Apple Watch http://t.co/oVFNjYqfAr via @YahooFinance. Waiting on 2nd gen...',positive
640917908433043457,"b""Busy first day at #Soccerex. Coming tomorrow? Don't miss the chance to win an Apple Watch at our stand! (298) #WiFi http://t.co/9nvq59NXo5""",positive
638216266206081024,"b'In April-June 2015 Q, Apple Watch is No 2 in the wearables market. Who is the current No 1 in wearables ?'",neutral
628316900259463168,"b'Advert for Apple Watch features a birth scene, with the caption ""delivery times may vary"" #winner'",positive
630115341192970240,"b""Apple Watch now at Best Buy: Apple unveiled the company's first major consumer device in years on Monday, Marc... http://t.co/T6eqrZtzCj""",positive
632586398369992704,b'What a world of difference a leather band makes on Apple Watch. h/t @casuallynorm for pointing me in the direction of 3rd party lugs',positive
633641449771266048,"b'Release: Parallels Access 3.0 with Apple Watch Support Capabilities: On August 5, Parallels an... http://t.co/7fOEtdQ58W #Virtualization'",positive
639446485260566530,"b""Is it true? Is it true? Apple Watch's here? (Para namang may balak ako bumili hahahaha)""",neutral
634629905683120128,b'10 Apple Watch apps you should check out: Ten more Apple Watch apps your wrist may thank you for http://t.co/Y56xFjqQod',positive
634680936827895808,"b""@ChrisAtRocket #xAdHitYourMark No worries Chris, glad you loved the lime. Don't forget the Apple Watch winners are announced on Monday!""",positive
640795260596166656,"b'@stuartdredge Code Buster for Apple Watch, the 1st game out of our Creative Coding Centre. http://t.co/9qxtOfa4hX   https://t.co/Ku40ZZJbPl'",neutral
636308591809593344,"b'Best Buy beats Q2 views, expands Apple Watch sales - Best Buy stock jumped Tuesday after the consumer electronics ... http://t.co/28JivCl1H8'",positive
639191194803638272,b'Apple iPad Pro might be announced on September 9 event along with smart bands for Apple Watch.',neutral
634728231816548353,b'Hooks looks like we may not have Sapphire Crystal on the Apple Watch',negative
628510843479552000,b'Apple Watch is selling like hot popcorn at Yaya Centre. The half bald gringo with a long nose and sun-burned skin... http://t.co/nNTTcTXebH',positive
630463687384539137,"b""Since I can't jailbreak the Apple Watch, the theming platform may have to been an app to download icon packs, and then the user 1/2""",neutral
634489517165162496,b'Apple Watch is coming April 24. Watch the new ad while you wait. http://t.co/EdYp0FOhhF',positive
629364497728282624,"b'Microsoft brings Outlook to Apple Watch: Microsoft made a bigger push in the wearables market on Thursday, but... http://t.co/UobTk8Yrrb'",neutral
640416883678707712,b'Still love how the Apple Watch mimics the 1st Generation iPhone Design http://t.co/HwDcgbF5We',positive
628225751964254209,b'Been using the @Pebble watch for a few days now and going to compare it to the Apple Watch tomorrow on OMN. http://t.co/niTtPVnNTT',neutral
640370186894229505,b'1st day of spring gardening - Apple Watch was super handy - nose based navigation ftw',positive
631255429222432768,"b""UBS: Interest in Apple Watch 'Tepid' - It sounds like Apple Watch is hot, but interest in the smartwatch may actua... http://t.co/vtGLpkHLld""",neutral
634846171249418241,"b""There's gonna be that one kid on Monday that walks in with the Apple Watch.""",neutral
630886232084606977,"b'Everyone is invited this Wednesday.  To be in the drawing for the Apple Watch, bring your backpack for the... http://t.co/W40a3MC5up'",positive
628336089019740160,b'Apple Watch will Arrive at Best Buy on August 7: This greater availability of the Apple Watch may pla... http://t.co/VZsmFDBtNL #AppleTV',neutral
633994540467257344,"b""First day since April 24th that I haven't worn my Apple Watch, and quite by accident. The day of glancing at an empty wrist begins.""",positive
628285319251656704,b'Apple Watch the new smart door Key.  http://t.co/jwVGi2cOpz via @macworld',positive
637349437212332033,"b'Aug 27 (Reuters) - Apple Inc, which launched the Apple Watch in June, is within striking distance of leader Fitbit Inc in the wearable'",positive
629118056246054917,"b""@teroterotero it's too early. Though to be clear. Apple Watch is already the market leader. And best performing Apple product in 1st quarter""",positive
630697178655141889,"b""Getting your hands on an Apple Watch may soon be easier. We'll tell you where you might be able to to find it next on #GMR8""",positive
629579203197988864,"b'Apple Watch may be a game changer when it comes to fitness activities, but not everyone has jumped on that... http://t.co/lWm6jI9kar'",neutral
629037957538672641,b'@BestBuy - What time does the Apple Watch go on sale this Friday?',neutral
639450376735952897,"b""My Apple Watch just told me to stand up.... but I haven't even sat down yet...""",neutral
640878462056669184,"b""That sense of accomplishment when you've sat in front of your computer for 2 hours straight Apple Watch says you've met your exercise goal.""",neutral
639864329718923264,"b'@OnwardState @SCSpikes No problem! We had a blast. See you tomorrow at the big competition! Starts at Noon, competing for an Apple Watch!'",positive
636968075229696000,b'Hope to hear more about Apple Watch than iPhone. @TechCrunch: Apple Invites Press To iPhone Event On September 9th http://t.co/YAb8fqNxR6',positive
635369137640996864,"b""Starting tomorrow, you'll be able to reserve and buy an Apple Watch in stores http://t.co/Yzk3WxhIa8""",neutral
628664062545657856,b'@StocardApp tried on Apple Watch at AH: impossible to hold watch before scan at desk. Turn it upside down may help!',neutral
635814410821480454,b'Skinner would love the Apple Watch will revolutionize education forever stories tomorrow.',positive
639833769445335040,"b'@_MaackDaddy_ LOL I was talkn abt swansea bro, smh the 4th postion is either u guys or Arsenal that one na STANDARD!'",neutral
632259368818339840,"b""Samsung teases round smartwatch with heavy Apple Watch influence:  Samsung's Unpacked event on Thursday brough... http://t.co/cQYQ4lUHKD""",neutral
631972680967790593,"b"". #bostonfest! We're walking around now and if we see you wearing our tshirts, one of our team may give you an Apple Watch!""",positive
633652601674792964,b'iPhone 7 release date: Reports point to September 7 or 9: Apple CEO Tim Cook wears the Apple Watch and shows t... http://t.co/JRrzpBuTOG',positive
629336912277413888,"b'Wow, this may be the killer app for Apple Watch. https://t.co/iN2nGMqiiL'",positive
634095827112361984,b'@Geeknado Hi there! I reached out re: a new accessory for the Apple Watch - wanted to see if you may have interest in covering?',positive
631816714544545793,"b'Apple Watch sales sluggish but will catch on, says analyst: Is the Apple Watch a flop so far? Hmm, that may or may not be the case. B...'",neutral
628582809909768193,"b'With the news that Apple Watch sales may not be as healthy as Cupertino claims, we look at how the numbers stack up http://t.co/MdcHcIdGsf'",negative
630746056083423237,"b'Get Ready for Apple Watch\nNow you can start creating experiences for Apple Watch November 18, 2014\n http://t.co/qLNEcFgpQc Cool Tech!!!'",positive
631089371626606593,"b'Leaked iPhone 6s parts show stronger, thicker case (bid adieu to Bendgate), may be using the same aluminum alloy as Apple Watch.'",positive
633430128282853376,"b""Don't miss your shot to win an Apple Watch from @toddshowusa tomorrow morning ... Get the secret code here: http://t.co/qUozBY8CjJ""",neutral
628155253758693376,b'Apple Watch now works with August`s designer smart lock http://t.co/bx8IAPlUdG #charlesmilander http://t.co/M2MBAyqDzP',positive
635511098163261440,b'Nice evening for a little walk. Apple Watch is telling me to stand up so better listen to it. #gettingfat #sunday',neutral
640350721683099648,b'Winner of the Apple Watch will be chosen @ 5pm at Pompton Day tomorrow! Get your chance to win for only $2!',positive
628909655989858304,b'@BestBuy - where can I find the list of which Best Buy stores will be selling the Apple Watch on Friday?',neutral
635905417869045760,b'Just think the chip inside Apple Watch is equivalent to several mainframes from the 70s era! https://t.co/XgzKzgFhnU',neutral
627978419607871488,"b""@brianshall Depends on wearable tech being viable. I think so and the Apple Watch is already profitable so I think we'll see 2nd gen.""",positive
629723988743196673,"b'Apple Watch Arrived At Best Buy Today\n\nBest Buy began selling the Apple Watch on Friday, becoming the first... http://t.co/euhlMuQpjN'",neutral
635079005939593216,"b'So, I may have just ordered myself an Apple Watch.  Hope I like it'",neutral
629379172553502720,"b'Sigh, my Apple Watch just informed me ""TIME TO STAND"" literally right after I sat down after walking to get a cup of coffee.'",neutral
639901439775670273,"b'@piersmorgan @LionelRichie finished 4th, just like Arsenal.'",neutral
641167123130269696,"b""Unlucky Wales. Any news on the fitness of Stoke's scrum-halfs ahead of their game against Arsenal on Saturday? https://t.co/wvVuOLpFPM""",negative
639954147991793665,b'@sarm0161 I know what you mean. People are always shocked when I say my favourite game was Arsenal at Villa Park in 88 in 2nd LC replay',neutral
640778028616929280,b'On a monday morning you still carry Schneiderlin matter put for head. These Arsenal fans ehn',neutral
640100190876102656,b'Arsenal midfielder Theo Walcott is linked to a move to Camp Nou the upcoming  http://t.co/JLgM2ZZHEV',neutral
640958204915138560,"b""Imagine: Arsenal are on the verge of winning the league with their 17yr old, 24 goal, Syrian hot-shot, flying.\n\nAnd he's deported in March.""",negative
640980031972503552,b'I love Ozil but how on earth is he the 1st choice corner-kick taker for both Germany and Arsenal? What the hell does he do in training??',negative
640832772475588608,"b""First it turns out Meek Mill is an Arsenal fan, now this. I'm finding a new club. This is a Barcelona account now. https://t.co/DYpw4xYH7w""",negative
640676522978885633,"b""So it's all on Giroud and Theo for Arsenal, then... https://t.co/XvO2Kw8BmH""",neutral
641582529372364800,"b""Arsenal-Stoke Statistical Preview - Stoke have proven Arsenal's bogey side in recent years, but the team under Mar... http://t.co/dTufXGqotd""",neutral
640604623825432576,b'Excellent performance tonight from @MCWFC looking to see you against Arsenal next Sunday',positive
640215088197185536,b'Last day of being 30 today. Although some Arsenal fans would have had me at 31 the day after my 30th birthday...',positive
640593357333483520,"b'@goonersteve12 . So long as Arsenal finish 4th, CL is confirmed, Mr Wenger will remain as manager. Realistically, we can not win the PL.'",neutral
641189394100133888,b'I have a spare ticket at Arsenal on Saturday if anyone fancies it?! #Arsenal #Stoke #AFC http://t.co/J73c4yDtSo',positive
641126992444805120,"b'Arsenal defender, Mathieu Debuchy has been linked with a January move away from the club. #AFC #Arsenal'",negative
640229988097261568,"b""Own goal is in unreal Form. Scoring goals for fun. Just hope he comes back injury free. England and Arsenal's 12th man.""",positive
641425851444129792,"b""#NobarAISMAROS | Arsenal vs Stoke city | Sabtu 12 september | Open 22:00 wita | At Homebase (warkop dg te'ne) | Dc: All about Arsenal.""",neutral
641228254758744064,"b""Be fair, Cde. It's like the way my Arsenal will viciously fight any team that tries to come 4th. It's our spot.  https://t.co/tQj8eW0Ikf""",neutral
640637709355220992,"b""@gilchrist450 @BlueStu1872 How much was he signed for? Did it make a dent in Mr King's warchest or is he going back to Arsenal in January?""",neutral
641010716506464257,"b""Does anyone know how silver/red Arsenal members can sell their tickets? Can't make Saturday's game. #Arsenal @ArsenalMoh8 @GeoffArsenal""",neutral
640834518878842880,b'@Huuurrley i agree with Chelsea City and Arsenal but Man Utd?no way mate they will be more closer to 5th rather than top 3',neutral
640852549348757504,"b""Arsenal could buy PSG's Lavezzi in the January transfer window after admitting that he is likely to leave #Arsenal""",neutral
641334333014474752,"b""@Ramzwi @LeutrimRexhaj If you're struggling come January and Benzema don't happen, I'd go for him, he'll give 110% for Arsenal, and score!""",positive
641640981213741056,"b'Still looking for their first win, Arsenal face Portsmouth twice in a week, this evening at Highbury with the return fixture next Wednesday'",neutral
640749076250804224,b'I thought Arsenal were the ones who were supposed to have this  https://t.co/ETwSjRZlOb',neutral
641668077994803200,"b""Hit me midway through the day that today isn't just 30th aniv of me being an Arsenal fan: also exactly 6mths since we beat Utd &amp; my dad died""",negative
641311712071819264,"b'Finding out @D6MERIT is an Arsenal fan has broken my heart a little bit. Still, going to be great to have him back Saturday.'",neutral
641617377755578368,b'What time is Arsenal vs Stoke on Saturday and what TV channel is it on? - http://t.co/dlJhcrN1HH #afc',neutral
640202289202917376,b'. En f we fail 1st we wl chase 4 top 4 finish at the  end like Arsenal nachukia walai walai #quote',positive
640814787132264448,"b""@johnada75157425 @ratedpunk79 c'mon guys, surely Chupa Chups! My Arsenal mate took the piss every Saturday for that one!! #swfc""",neutral
641535289198952448,"b'Transfer news 09/09/2015: Arsenal want star in January, Man Utd keen to sign Varane http://t.co/gXq5t01hEs'",neutral
640449388750458880,"b""He may have been Arsenal, but you can't help but love Thierry Henry at times..... http://t.co/sD3GhvVrPe""",positive
641289336181362688,b'Where will Arsenal finish this season? 4th. 36% of voters agree with me. http://t.co/Pk2jct4Alr',positive
637650889549983745,b'#timesofindia .neymarjr may make Barca return against Malaga: Coach http://t.co/wowKAmUExs via TOISportsNews http://t.co/YdgpPvhn2S',neutral
641535742846631936,"b""I have a feeling Arsenal WILL beat Stoke on Saturday, especially as I'm lucky enough to be going, so excited ....""",positive
640662274131259392,"b""@ibster45 Even if Arsenal admits he's out 6 months, we're not making a major signing in Jan... that's if we make any signings at.""",negative
641348541487562752,b'Hopefully Shaqiri is too knackered from tonight to give Arsenal many problems on Saturday',neutral
640129004150870016,"b""Arsenal may have made a slow start to the Premier League season, but Arsene Wenger's men are clearly looking to pick up the pace.""",positive
640812066501226496,"b""Arsenal will have no trouble finishing 4th and above. We've done it with Chamakh-Bendtner upfront.""",positive
641507570469965824,"b'Juventus are ready to let Simone Zaza go in January, with Arsenal interested in the 24-year-old striker. Fichajes - in Spanish'",neutral
640574781314744320,"b""lol he's better than any United centreback, would be 4th choice at Arsenal https://t.co/S5uTdqxI79""",neutral
640944149286514689,"b""Jon Moss ref for Saturday. That's every 50 50 going in Arsenal's favour then""",positive
641162035015852032,"b""Gunners want Real Madrid midfielder? Tuesday's Arsenal gossip round-up http://t.co/X45YJ2N09u http://t.co/8CxXnXNE4i""",neutral
641591296335982592,"b""Watch the first clip from Bronnt's new soundtrack to Arsenal. Playing live #BSFF @PhoenixLeic on Sunday https://t.co/adkRsEiRaU #SilentFilm""",positive
640536610006790145,"b""@JCuzzy1 @Fydsy @FootyML @JimFish286 @Wolf_TicketsLFC our true par is probably 5th behind Arsenal. It might not be nice but it's the reality""",negative
640640677789962241,"b""Take Welbeck being unable for the Euros with a pinch of salt. Pretty sure we'll see him in an Arsenal shirt come May.""",positive
640595497879793664,"b""@JHickin it doesn't matter where they play, what matters is they play for Wales, better than England, may I add! (P.s, Ramsey is Arsenal)""",positive
641242222629920768,b'Arsenal fans need to cheer Giroud on Saturday at the Emirate. This is his true home. #arsenal #COYG',positive
640144911350804480,"b'@JohnJig @HuwWilliams13 @Johnny_G86 No I vehemently disagree, if Wenger was as past it as you say, Arsenal would not have finished 4th as'",neutral
640095094373240832,b'Man Utd 0 arsenal 2. Sylvain Wiltord scored as Arsenal win 2-0 at Old Trafford in the FA Cup 5th Round. http://t.co/7ojCu5OzVt',positive
639878464468819968,b'Merson has predicted us to finish 8th this season and Arsenal 3rd..... Sky Sports home of the biased mofos! http://t.co/syhVKLK4P0',neutral
640335593667432448,"b'Padres have ""3rd team cam."" Naturally, there\'s a dude in an Arsenal kit. I don\'t think you can even have a block party w/o an Arsenal shirt.'",positive
640547237890646017,"b'@MrCliftonville @ghosty1879 He kept them up for the 1st year in the EPL,with wins over ManU, Arsenal &amp; Spurs. which is &gt; winning promotion.'",positive
641591451747487744,b'Anyone of you fancy joining me at Arsenal v Stoke on Sat?  I have 1 spare ticket (sat next to me) - 3pm kick off',positive
641527488942706688,"b""A good few Arsenal fans still pulling for Giroud. Guess it's 3rd/4th in the league, Round of 16 in CL and maybe an FA Cup again.""",neutral
640582650743406592,"b""@Giroudesque Gabriel doesn't even make Arsenal's 1st team, enough said.""",negative
640998783489216512,b'@Khaleel yessir. Leaving the 2nd. A try get a ticket for the Arsenal match on the 4th',neutral
640167811357126656,b'#AnDy_x9 Revised Expectations for Arsenal After 1st Month of Season: At the outset of the 2015/16 sea... http://t.co/hmUkBJn1YG #AnDy_x9',positive
641639459054718978,"b'Shaqiri on game at Arsenal:\n\n""It will be a difficult game for us at Arsenal on Saturday, but it is one that we... http://t.co/yhHRzct6cA'",neutral
639895758041415681,b'@RachelRileyRR Not heard that song since uni. Tottenham supprting friend singing about Arsenal when we went to watch them play Shef Wed.',positive
641478184568029184,b'British press spin the truth to claim Arsenal and Man City have made moves to sign Isco this January http://t.co/CVruBLkxzr',neutral
640454044042022912,b'@GaryNewman08 @GoonRambler @fkhanage Would you be upset if Arsenal finish 2nd?',neutral
641506922420682752,"b'Our exciting card game, Arsenal, is coming to Kickstarter next week! Order on September 15 and get it in November! https://t.co/j9RXt0QtFH'",positive
640985288798547968,"b""@Stillberto awesome, our only out and out striker lacking in confidence and out of form. I'm sure the Arsenal fans will back him Sat......""",neutral
639819279433605120,"b'Good luck to all our teams for tomorrow 1st games of the season. Celtic,Rangers,Barca,Real,Olympic,Boca, Bayern &amp; Atletico #grassroots'",positive
640500462408605697,b'Barca beats Joventut 86-77 in 1st preseason game. Marc Garcia and Demond Mallet led all scorers with 20 points each',positive
638415817172983808,"b""@EPHowie Did you not see my reply? Barca's front 3 tomorrow. Don't EVEN @ me.""",neutral
641469594247413761,"b""I hated Tata Martino in Barca and I can't stand him coaching Argentina! Even though it's a friendly no reason to play 5 defenders in 1st 45""",negative
